total            | launch_price             | current_price_eth              | current_price_usd           | price_change_1d | price_change_24h | lock_amount      | burn_amount  | tx_amount_24h      | tx_volume_u_24h    | locked_percent     | market_cap                        | fdv                               | tvl              | main_pair_tvl    | token                                        | chain  | decimal | name                        | symbol | holders | logo_url                                                                                       | risk_score | launch_at  | created_at | tx_count_24h | lock_platform        | is_mintable | updated_at | main_pair                                   
1000000004       | 0.0002751106195477567    | 0.00000042463013700361623      | 0.00006845234317600275      | -75.12          | -75.12           | 0                | 0            | 154838236.58579805 | 39191.600724       | 0                  | 68452.34344981212270401100        | 68452.34344981212270401100        | 13733.187683     | 13733.187683     | EZZM1KNeBBchoFTcXUhfUvAqQnZC1r9ZnMGhjZNbz3u3 | solana | 6       | OFFICIAL TRUMP              | TRUMP  | 9       | https://www.iconaves.com/ipfs/thumbs/EZZM1KNeBBchoFTcXUhfUvAqQnZC1r9ZnMGhjZNbz3u3_128x128.webp | 0          | 1752370085 | 1752370022 | 542          |                      |             | 1752370208 | AC5mtMP3qErHxR5Vq6oBQex32nxv4pPbSWHWprPKP2na
1000000000       | 0.000005141199376813147  | 0.000000027926692937568977     | 0.0000048136548306453155    | -6.37           | -6.37            | 0                | 0            | 4228422392.261295  | 36351.601927       | 0                  | 4813.6548306453155000000000       | 4813.6548306453155000000000       | 0.939766         | 0.939766         | Ce4ztWtWG5u8C5TLo8PsQkAFgYLiwEFgbxD836QYpump | solana | 6       | MAGA WARRIOR                | TRUMP  | 1       | https://www.iconaves.com/ipfs/pump/Ce4ztWtWG5u8C5TLo8PsQkAFgYLiwEFgbxD836QYpump_147.webp       | 0          | 1746795603 | 1746795603 | 466          |                      |             | 1746796090 | G6FAt79rDQEn3Tip1yaWxU7Qo3kHnEZXVjCPX1dUP1Kz
999999999        | 0.000025812882675312107  | 0.000022340520590830006        | 0.004557288255682832        | 17555.09        | 17555.09         | 0                | 0            | 48365833.986730896 | 34354.094354030596 | 0                  | 4557288.251125543744317168        | 4557288.251125543744317168        | 32.671945        | 32.671945        | 5owbspHYwat3NfsChp6HGWHYUTvLfJ1Rh75u2vJAmNwJ | solana | 9       | Donald J. Trump             | TRUMP  | 13      | https://www.iconaves.com/ipfs/thumbs/5owbspHYwat3NfsChp6HGWHYUTvLfJ1Rh75u2vJAmNwJ_128x128.webp | 55         | 1753232876 | 1753231297 | 172          |                      | 0           | 1753234650 | 39LDkDY6QipobNxVpgabwerr8SBZfLnPgD437gwmbN62
999999999        | 0.00002554027612895241   | 0.000022336365118158097        | 0.004503275856064688        | 17532.06        | 17532.06         | 0                | 0            | 47953388.792604156 | 34040.0351424152   | 0                  | 4503275.851561412143935312        | 4503275.851561412143935312        | 32.29047         | 32.29047         | AV7BthcVAoJuquAhc7Q2hwgvKeFxRe362b71MmYJe1fv | solana | 9       | Donald J. Trump             | TRUMP  | 20      | https://www.iconaves.com/ipfs/thumbs/AV7BthcVAoJuquAhc7Q2hwgvKeFxRe362b71MmYJe1fv_128x128.webp | 55         | 1753246088 | 1753244631 | 164          |                      | 0           | 1753247748 | 8ccZhXgpUCg1xD2PUzLyWn4zuVGXgaHdwCkqecuCoJdV
999999999        | 0.00002516477592272977   | 0.000022136203003396637        | 0.00449546271571108         | 17764.11        | 17764.11         | 0                | 0            | 45573027.33473229  | 33591.6437052616   | 0                  | 4495462.71121561728428892         | 4495462.71121561728428892         | 32.525796        | 32.525796        | 7PcQhpBHbvz5zihCJ6PtM6bC7qgPMpuNYRWrUTraYr6Q | solana | 9       | Donald J. Trump             | TRUMP  | 19      | https://www.iconaves.com/ipfs/thumbs/7PcQhpBHbvz5zihCJ6PtM6bC7qgPMpuNYRWrUTraYr6Q_128x128.webp | 55         | 1753195152 | 1753193661 | 160          |                      | 0           | 1753196891 | EqBLm6myxX7MqoSZK8VKQpif3CWEzS8kkYguvMr76dwS
999999999        | 0.00002532847238792515   | 0.000021340799676726153        | 0.004334425459203017        | 17012.86        | 17012.86         | 0                | 0            | 44628421.75953953  | 32762.866764422826 | 0                  | 4334425.454868591540796983        | 4334425.454868591540796983        | 32.529432        | 32.529432        | 2VePAeTMr9Ph5UKadJxVHntLTNWaGRYzXiHhi6Lz3Et2 | solana | 9       | Donald J. Trump             | TRUMP  | 22      | https://www.iconaves.com/ipfs/thumbs/2VePAeTMr9Ph5UKadJxVHntLTNWaGRYzXiHhi6Lz3Et2_128x128.webp | 55         | 1753205517 | 1753203970 | 165          |                      | 0           | 1753207264 | Ho9FcUmwt6vNQRdxkRQ7Ten75ULJVnCcK8XYyFUkKJ7f
999999999        | 0.000024472826233501415  | 0.00002175999386960045         | 0.004299004407070451        | 17466.44        | 17466.44         | 0                | 0            | 46033106.59833255  | 32223.034117       | 0                  | 4299004.402771446592929549        | 4299004.402771446592929549        | 31.641953        | 31.641953        | SJLPyoK5Hyb6kCVnPTME9HgnqwGuRSC1GsHq5AoUe5m  | solana | 9       | Donald J. Trump             | TRUMP  | 18      | https://www.iconaves.com/ipfs/thumbs/SJLPyoK5Hyb6kCVnPTME9HgnqwGuRSC1GsHq5AoUe5m_128x128.webp  | 55         | 1753175438 | 1753173857 | 165          |                      | 0           | 1753177142 | 24g83oBSKQqCZwUgfSyQ7VNeQLJTsVpRwqbWUApvGTJT
999999999        | 0.00002522949685465807   | 0.00002089161218296119         | 0.0041768658131160355       | 16455.49        | 16455.49         | 0                | 0            | 43058326.141907305 | 31891.484831410697 | 0                  | 4176865.8089391696868839645       | 4176865.8089391696868839645       | 32.02078         | 32.02078         | ENmN1sH5HCMVhPe5UAavCrZbKfCosXKVejXkXGLRFQDy | solana | 9       | Donald J. Trump             | TRUMP  | 23      | https://www.iconaves.com/ipfs/thumbs/ENmN1sH5HCMVhPe5UAavCrZbKfCosXKVejXkXGLRFQDy_128x128.webp | 55         | 1753254981 | 1753253248 | 234          |                      | 0           | 1753256937 | AbPY3a5YUsxpTWtbizvPbCbXZZv6RfX2Y6YjdnJJnapS
999999999        | 0.000025078889943377556  | 0.000022068081536266304        | 0.004472515354675985        | 17733.79        | 17733.79         | 0                | 0            | 43612226.96771272  | 31861.65100090156  | 0                  | 4472515.350203469645324015        | 4472515.350203469645324015        | 133.968835       | 133.968835       | GRgwcYSjDAUxvEnWA9iKVBGbE1BNdkCsYeRKtYyZULWP | solana | 9       | Donald J. Trump             | TRUMP  | 21      | https://www.iconaves.com/ipfs/thumbs/GRgwcYSjDAUxvEnWA9iKVBGbE1BNdkCsYeRKtYyZULWP_128x128.webp | 55         | 1753194728 | 1753192991 | 155          |                      | 0           | 1753201673 | EiB4Kg1peiqKV6UawzSCNT5qQv3rwHeWczm5qAg3UFEp
999999999        | 0.000025192082606954723  | 0.000020683301148186305        | 0.004198585000804912        | 16566.29        | 16566.29         | 0                | 0            | 44936899.2516358   | 31794.648156633975 | 0                  | 4198584.996606326999195088        | 4198584.996606326999195088        | 32.511712        | 32.511712        | Eeuvk9uww4qqsK6adqUoU4Cryfzq97ScURe1cfUC2oCh | solana | 9       | Donald J. Trump             | TRUMP  | 21      | https://www.iconaves.com/ipfs/thumbs/Eeuvk9uww4qqsK6adqUoU4Cryfzq97ScURe1cfUC2oCh_128x128.webp | 55         | 1753188522 | 1753187067 | 152          |                      | 0           | 1753190080 | Dhax1ik4tKxMLFB9vLDykCGZBTyNH3qiFjgVat2sbuC4
1000000000       | 0.00008181629262272224   | 0.0000004120872428309837       | 0.00008298209410622531      | 1.42            | 1.42             | 0                | 0            | 359899293.683596   | 31161.073893953806 | 0                  | 82982.09410622531000000000        | 82982.09410622531000000000        | 163542.675493    | 163542.675493    | cwk1DdXHYZL6ibBHumr3BAN5DhRdxfT4JMZ2TzXxpRd  | solana | 6       | Your Phone Linging          | Trump  | 6       | https://www.iconaves.com/ipfs/thumbs/temp_cwk1DdXHYZL6ibBHumr3BAN5DhRdxfT4JMZ2TzXxpRd.xxx      | 55         | 1753191563 | 1753191551 | 102          |                      | 0           | 1753191932 | yDXGXsEpc82Ciors7H5JQ5XPgGXP6UorQAjmbpkZ3K9 
9999999999999    | 10.516888188971171       | 0.07334656172016549            | 10.514781040184387          | 0.0             | 0.0              | 0                | 0            | 2963.0557550000003 | 31159.00962        | 0                  | 105147810401833.355218959815613   | 105147810401833.355218959815613   | 3.481752         | 3.481752         | 7ivUxwRTzLpomwe1Db5JUtbo24pC8tfB4d4oKRcZKJpR | solana | 6       | OFFICAIL TRUMP              | TRUMP  | 996     | https://www.iconaves.com/ipfs/thumbs/7ivUxwRTzLpomwe1Db5JUtbo24pC8tfB4d4oKRcZKJpR_127x127.webp | 0          | 1749477997 | 1749477997 | 5            |                      |             | 1751336948 | 2xN8TGjEjQJSDubzgVVbuAvquDu2eDE32yhF4BuTF4r3
1000000000       | 0                        | 0.00000002990493151206032      | 0.000006032622288323197     | -90.5           | -30.89           | 0                | 0            | 1519183765.606239  | 30665.699378877318 | 0                  | 6032.622288323197000000000        | 6032.622288323197000000000        | 402.973153       | 402.973153       | DeLjNbffkJ9T7DWBnadtrV3VcXPMEemGQqLG5y9Y6y8s | solana | 6       | Your Phone Linging          | Trump  | 1006    | https://www.iconaves.com/ipfs/thumbs/DeLjNbffkJ9T7DWBnadtrV3VcXPMEemGQqLG5y9Y6y8s_170x128.webp | 40         |            | 1753196944 | 5697         |                      | 0           | 1753251149 | 5sAR9J9GigLNkQZ2LJio1eas3ghZYJoh51mDYBXJSBcP
999999999        | 0.00002412622295777926   | 0.00002094200598344524         | 0.004005054327314012        | 16500.42        | 16500.42         | 0                | 0            | 45872840.96718543  | 30355.518          | 0                  | 4005054.323308957672685988        | 4005054.323308957672685988        | 30.629896        | 30.629896        | CGnMuMvGhacobfoAgyyRucq1vCY3CiDM1bCB2Mdera1r | solana | 9       | Donald J. Trump             | TRUMP  | 7       | https://www.iconaves.com/ipfs/thumbs/CGnMuMvGhacobfoAgyyRucq1vCY3CiDM1bCB2Mdera1r_128x128.webp | 55         | 1753086007 | 1753084608 | 161          |                      | 0           | 1753161114 | 85vSJ2C9CEMBc7uu2rF1KZ4a2LYubFSHhApYwx4sy5nN
999999999        | 0.000024060536877577544  | 0.000020442065410656016        | 0.003922445159681926        | 16202.4         | 16202.4          | 0                | 0            | 46076898.58442026  | 29347.040891736524 | 0                  | 3922445.155759480840318074        | 3922445.155759480840318074        | 50.550916        | 50.550916        | FP6hAZGUN5QDRtPCgqZopia8JpnK1cJ5AVbESLbFYYSf | solana | 9       | Donald J. Trump             | TRUMP  | 4       | https://www.iconaves.com/ipfs/thumbs/FP6hAZGUN5QDRtPCgqZopia8JpnK1cJ5AVbESLbFYYSf_72x127.webp  | 55         | 1753084853 | 1753083409 | 155          |                      | 0           | 1753143001 | ABs7jYGt9rBfrmWdPuUi9Pufo6DQqbVoSozM9siiwKs5
1000000000       | 0.00000461670803580227   | 0.000000027960744607446074     | 0.0000044738926840175325    | -3.09           | -3.09            | 0                | 0            | 3425100655.078054  | 28983.611094       | 0                  | 4473.8926840175325000000000       | 4473.8926840175325000000000       | 0.859343         | 0.859343         | 4TXSy3gECjWggPpgYWiB9UG7epcUo7w13jB75VN9pump | solana | 6       | FIXER OF THE UNITED STATES  | TRUMP  | 1       | https://www.iconaves.com/ipfs/pump/4TXSy3gECjWggPpgYWiB9UG7epcUo7w13jB75VN9pump_147.webp       | 0          | 1746700758 | 1746700758 | 310          |                      |             | 1746724984 | 6vU4oEXTnQpcCpQGv3EHZfZoZntftKUvyrVs9qU4kPJK
530000000        | 0.000020144713582304715  | 0.0000000505845684150142       | 0.000008041948293867862     | -60.08          | -98.38           | 0                | 0            | 467204290.770595   | 28223.360104092393 | 0                  | 4262.232595749966860000000        | 4262.232595749966860000000        | 0.0              | 0.0              | GbZM884fyEdhVpBtG9PdFUJyK5RujBksZwc2incD3F3w | solana | 6       | crypto president            | trump  | 14      | https://www.iconaves.com/ipfs/thumbs/GbZM884fyEdhVpBtG9PdFUJyK5RujBksZwc2incD3F3w_136x128.webp | 0          | 1752553149 | 1751893315 | 14           |                      |             | 1752668452 | 6cEWdmkWSVMavpq7eNfPbn6V2JfaxVdCW9TSGYVVKrcS
1000000000       | 0.000022925882779932672  | 0.0000001899663068689415       | 0.000027521847349441254     | 20.05           | 20.05            | 0                | 0            | 1035081925.2647759 | 27489.761731       | 0                  | 27521.847349441254000000000       | 27521.847349441254000000000       | 50182.147187     | 50182.147187     | ANk1aRZE7QXKZrqpuapHoyKAiEYLKi6LjkinApVzpump | solana | 6       | Trust In Trump              | trump  | 9       | https://www.iconaves.com/ipfs/thumbs/ANk1aRZE7QXKZrqpuapHoyKAiEYLKi6LjkinApVzpump_102x128.webp | 0          | 1750718953 | 1750718893 | 529          |                      |             | 1750719012 | 3WbXAuJHh2ostJwzdfeYUuwteFwF95ndKMP32DP4qj2b
1000000003       | 0.0002760751707436689    | 0.00000024199846972813856      | 0.000039085601255400796     | -85.84          | -85.84           | 0                | 0            | 291139595.957228   | 25667.95091246866  | 0                  | 39085.601372657599766202388       | 39085.601372657599766202388       | 0.000001         | 0.000001         | 5vigbUq1fmoJhCqhppVbnzcazTyqbqvVnc2D2oBysanr | solana | 6       | OFFICIAL TRUMP⚡️            | TRUMP  | 9       | https://www.iconaves.com/ipfs/thumbs/5vigbUq1fmoJhCqhppVbnzcazTyqbqvVnc2D2oBysanr_128x128.webp | 0          | 1752375468 | 1752375422 | 352          |                      |             | 1752375911 | GAhciBKEnnA8wvM86yBQeixvPobwZ75d3xEHh8oKWV9F
1000000000       | 0                        | 0.0000000278714705579894       | 0.0000056346847069524       | -15.38          | -15.38           | 0                | 0            | 1907849743.501877  | 25156.174079       | 0                  | 5634.6847069524000000000          | 5634.6847069524000000000          | 128.189773       | 128.189773       | 69PZze4Xrorf47oYYm1FvNV5myKgTKWTuiQz1Bghbonk | solana | 6       | CHIEF OF MEMES              | TRUMP  | 2       | https://www.iconaves.com/ipfs/thumbs/69PZze4Xrorf47oYYm1FvNV5myKgTKWTuiQz1Bghbonk_85x128.webp  | 40         |            | 1753207946 | 109          |                      | 0           | 1753210401 | EA7TQbC1KoywyXtKt5XtRoFLfkkGgUr4Z9tqGZfyR9kp
1000000004       | 0.0002755190680383596    | 0.0000004622093731905171       | 0.00007443863684286259      | -72.98          | -72.98           | 0                | 0            | 143545955.12553492 | 24477.073826       | 0                  | 74438.63714061713737145036        | 74438.63714061713737145036        | 14304.710318     | 14304.710318     | HBUgEm7XH742b2aYeL76D6qTrGqQVwBLNhBmXLvPrAyZ | solana | 6       | OFFICIAL TRUMP              | TRUMP  | 10      | https://www.iconaves.com/ipfs/thumbs/HBUgEm7XH742b2aYeL76D6qTrGqQVwBLNhBmXLvPrAyZ_128x128.webp | 0          | 1752370334 | 1752370273 | 296          |                      |             | 1752370406 | AJrPyB6DF1aVJA9QxLHMZM3NjJtqZ6reofXpxM9d8GTT
1000000000       | 0.000005125862036076027  | 0.000000027961988481884593     | 0.000004571421038536765     | -10.82          | -10.82           | 0                | 0            | 1761504250.392713  | 21334.652511       | 0                  | 4571.421038536765000000000        | 4571.421038536765000000000        | 0.632674         | 0.632674         | AsV9wqP2ERMmguhDYtv9JvQ73XFZnA34m2sfNG5gpump | solana | 6       | TRUMP FOREVER               | TRUMP  | 1       | https://www.iconaves.com/ipfs/pump/AsV9wqP2ERMmguhDYtv9JvQ73XFZnA34m2sfNG5gpump_147.webp       | 0          | 1749652413 | 1749652413 | 139          |                      |             | 1749669119 | 5ySz1oQRw9uuHuJPnnvxXm9ZeocSdxdBcy8UWwVh4n6d
1000000003       | 0.0003324770760441146    | 0.000000224888566483612        | 0.00003394708754897257      | -89.79          | -89.79           | 0                | 0            | 218624228.80921796 | 20849.599661       | 0                  | 33947.08765081383264691771        | 33947.08765081383264691771        | 10640.485189     | 10640.485189     | HLsjAq8NKDaQQsKBhbRrGVmYRzjs9oW4TcX6B95JGpCA | solana | 6       | TRUMP                       | TRUMP  | 11      | https://www.iconaves.com/ipfs/thumbs/HLsjAq8NKDaQQsKBhbRrGVmYRzjs9oW4TcX6B95JGpCA_128x128.webp | 0          | 1751135190 | 1751135140 | 209          |                      |             | 1751135240 | G9HRsZyhxJfXCNjoyF9JknQZ45PSF3vvwzeDw7yW3ApA
1000000004       | 0.00027524763265101356   | 0.0000032896905945384034       | 0.0005293588987078016       | 92.32           | 31.55            | 0                | 0            | 32708035.286149    | 20378.6565244717   | 0                  | 529358.9008252371948312064        | 529358.9008252371948312064        | 0.000002         | 0.000002         | 5icMMcpkbLERcSpt4Ws79KXKZtBKzdffSouqHKumawZH | solana | 6       | OFFICIAL TRUMP              | TRUMP  | 11      | https://www.iconaves.com/ipfs/thumbs/5icMMcpkbLERcSpt4Ws79KXKZtBKzdffSouqHKumawZH_128x128.webp | 0          | 1752369185 | 1752368723 | 371          |                      |             | 1752455661 | 7BMxWT43N8pAwnnvmNzVu5nTCBKTvmTNbKeKJDXqWNNd
